小红,男,高,瘦,白,甜食,9号,16,2003,白菜汤,冰,小明,男,矮,瘦,黑,辣椒,9号,32,2010,白菜汤,火,小明,女,高,瘦,白,甜食,9号,16,2010,黑,淀
小红,男,高,瘦,白,甜食,9号,16,2010,红烧狮子头,火,小红,女,高,胖,白,甜食,10号,16,2003,红烧狮子头,冰,小红,男,高,瘦,白,甜食,9号,16,2010,黑,h
小红,男,高,瘦,白,甜食,9号,16,2010,红烧狮子头,火,小红,女,高,胖,白,辣椒,9号,32,2010,白菜汤,火,小明,女,矮,胖,黑,辣椒,10号,32,2003,白,橙
小红,男,矮,胖,黑,辣椒,9号,16,2003,白菜汤,火,小红,女,高,瘦,黑,甜食,10号,32,2010,白菜汤,火,小红,男,矮,胖,白,甜食,9号,16,2003,白,r
小红,男,矮,胖,黑,辣椒,9号,16,2003,白菜汤,火,小红,女,高,瘦,黑,辣椒,9号,16,2003,红烧狮子头,冰,小明,女,高,瘦,黑,辣椒,10号,32,2010,黑,b
小红,男,矮,胖,黑,辣椒,9号,16,2010,红烧狮子头,冰,小明,男,矮,胖,白,甜食,10号,32,2010,白菜汤,火,小红,男,高,瘦,黑,辣椒,10号,32,2010,黑,j
小红,男,矮,胖,黑,辣椒,9号,16,2010,红烧狮子头,冰,小明,男,矮,胖,白,辣椒,9号,16,2003,红烧狮子头,冰,小明,女,矮,胖,白,甜食,9号,16,2003,白,赤
小红,男,矮,胖,白,甜食,10号,32,2003,白菜汤,火,小红,男,矮,胖,白,甜食,10号,32,2010,红烧狮子头,冰,小明,女,矮,胖,白,甜食,10号,32,2010,黑,n
小红,男,矮,胖,白,甜食,10号,32,2003,白菜汤,火,小红,男,矮,胖,白,辣椒,9号,16,2003,白菜汤,火,小红,男,高,瘦,黑,辣椒,9号,16,2003,白,蓝
小红,男,矮,胖,白,甜食,10号,32,2010,红烧狮子头,冰,小明,女,高,瘦,黑,甜食,10号,32,2010,红烧狮子头,冰,小明,女,高,瘦,黑,辣椒,9号,16,2003,白,f
小红,男,矮,胖,白,甜食,10号,32,2010,红烧狮子头,冰,小明,女,高,瘦,黑,辣椒,9号,16,2003,白菜汤,火,小红,男,矮,胖,白,甜食,10号,32,2010,黑,白
小红,女,高,胖,黑,甜食,10号,16,2003,红烧狮子头,冰,小红,女,矮,胖,黑,甜食,9号,16,2010,白菜汤,冰,小明,男,矮,瘦,黑,甜食,9号,32,2010,白,s
小红,女,高,胖,黑,甜食,10号,16,2003,红烧狮子头,冰,小红,女,矮,胖,黑,辣椒,10号,32,2003,红烧狮子头,火,小红,女,高,胖,白,辣椒,10号,16,2003,黑,c
小红,女,高,胖,黑,甜食,10号,16,2010,白菜汤,火,小明,男,高,瘦,白,甜食,9号,16,2010,白菜汤,冰,小明,男,高,胖,白,辣椒,10号,16,2003,黑,k
小红,女,高,胖,黑,甜食,10号,16,2010,白菜汤,火,小明,男,高,瘦,白,辣椒,10号,32,2003,红烧狮子头,火,小红,女,矮,瘦,黑,甜食,9号,32,2010,白,黄
小红,女,高,胖,白,辣椒,9号,32,2003,红烧狮子头,冰,小红,男,高,瘦,白,甜食,9号,16,2010,红烧狮子头,火,小红,女,矮,瘦,黑,甜食,10号,16,2003,黑,o
小红,女,高,胖,白,辣椒,9号,32,2003,红烧狮子头,冰,小红,男,高,瘦,白,辣椒,10号,32,2003,白菜汤,冰,小明,男,高,胖,白,辣椒,9号,32,2010,白,紫
小红,女,高,胖,白,辣椒,9号,32,2010,白菜汤,火,小明,女,矮,胖,黑,甜食,9号,16,2010,红烧狮子头,火,小红,女,高,胖,白,辣椒,9号,32,2010,白,g
小红,女,高,胖,白,辣椒,9号,32,2010,白菜汤,火,小明,女,矮,胖,黑,辣椒,10号,32,2003,白菜汤,冰,小明,男,矮,瘦,黑,甜食,10号,16,2003,黑,黑
小红,女,矮,瘦,黑,甜食,9号,32,2003,红烧狮子头,火,小明,女,矮,瘦,白,甜食,9号,32,2003,白菜汤,冰,小红,女,矮,瘦,白,辣椒,9号,32,2003,黑,q
小红,女,矮,瘦,黑,甜食,9号,32,2003,红烧狮子头,火,小明,女,矮,瘦,白,辣椒,10号,16,2010,红烧狮子头,火,小明,男,高,胖,黑,甜食,10号,16,2010,白,a
小红,女,矮,瘦,黑,甜食,9号,32,2010,白菜汤,冰,小红,男,高,胖,黑,甜食,9号,32,2003,白菜汤,冰,小红,女,高,胖,黑,甜食,10号,16,2010,白,i
小红,女,矮,瘦,黑,甜食,9号,32,2010,白菜汤,冰,小红,男,高,胖,黑,辣椒,10号,16,2010,红烧狮子头,火,小明,男,矮,瘦,白,辣椒,9号,32,2003,黑,紫
小红,女,矮,瘦,白,辣椒,10号,16,2003,红烧狮子头,火,小明,男,高,胖,黑,甜食,9号,32,2003,红烧狮子头,火,小明,男,矮,瘦,白,辣椒,10号,16,2010,白,m
小红,女,矮,瘦,白,辣椒,10号,16,2003,红烧狮子头,火,小明,男,高,胖,黑,辣椒,10号,16,2010,白菜汤,冰,小红,女,高,胖,黑,甜食,9号,32,2003,黑,青
小红,女,矮,瘦,白,辣椒,10号,16,2010,白菜汤,冰,小红,女,矮,瘦,白,甜食,9号,32,2003,红烧狮子头,火,小明,男,高,胖,黑,甜食,9号,32,2003,黑,e
小红,女,矮,瘦,白,辣椒,10号,16,2010,白菜汤,冰,小红,女,矮,瘦,白,辣椒,10号,16,2010,白菜汤,冰,小红,女,矮,瘦,白,辣椒,10号,16,2010,白,红

